detector,anomaly_type,window_size,trial,tpr,fpr,precision,f1,detection_latency,tp,fp,tn,fn
"CUSUM(k=0.5, h=3.5)",rate_shift,10,9,1.0,0.4383,0.0011,0.0023,0,20,17654,22620,0
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,10,9,1.0,0.5702,0.0009,0.0017,0,20,22963,17311,0
"SlidingWindow(mean, w=10, thr=3.0)",rate_shift,10,9,0.0,0.0,0.0,0.0,-1,0,0,40274,20
"ZScore(w=10, thr=3.0)",rate_shift,10,10,0.05,0.0796,0.0003,0.0006,-1,1,3205,37040,19
"MAD(w=10, thr=3.5)",rate_shift,10,10,0.05,0.1901,0.0001,0.0003,-1,1,7650,32595,19
"EWMA(lambda=0.2, L=3.5)",rate_shift,10,10,1.0,0.0946,0.0052,0.0104,0,20,3807,36438,0
"CUSUM(k=0.5, h=3.5)",rate_shift,10,10,0.5,0.0532,0.0046,0.0092,0,10,2142,38103,10
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,10,10,0.25,0.0935,0.0013,0.0026,0,5,3763,36482,15
"SlidingWindow(mean, w=10, thr=3.0)",rate_shift,10,10,0.0,0.028,0.0,0.0,-1,0,1127,39118,20
"ZScore(w=10, thr=3.0)",rate_shift,10,11,0.15,0.0662,0.0011,0.0022,-1,3,2666,37611,17
"MAD(w=10, thr=3.5)",rate_shift,10,11,0.3,0.1523,0.001,0.0019,0,6,6134,34143,14
"EWMA(lambda=0.2, L=3.5)",rate_shift,10,11,0.0,0.1696,0.0,0.0,-1,0,6830,33447,20
"CUSUM(k=0.5, h=3.5)",rate_shift,10,11,0.05,0.0651,0.0004,0.0008,-1,1,2622,37655,19
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,10,11,0.05,0.0997,0.0002,0.0005,-1,1,4017,36260,19
"SlidingWindow(mean, w=10, thr=3.0)",rate_shift,10,11,0.0,0.0055,0.0,0.0,-1,0,221,40056,20
"ZScore(w=10, thr=3.0)",rate_shift,10,12,0.1,0.0711,0.0008,0.0016,0,2,2491,32550,18
"MAD(w=10, thr=3.5)",rate_shift,10,12,0.1,0.2126,0.0003,0.0005,-1,2,7449,27592,18
"EWMA(lambda=0.2, L=3.5)",rate_shift,10,12,1.0,0.435,0.0013,0.0026,0,20,15243,19798,0
"CUSUM(k=0.5, h=3.5)",rate_shift,10,12,0.9,0.1182,0.0043,0.0086,0,18,4141,30900,2
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,10,12,0.25,0.1547,0.0009,0.0018,2,5,5421,29620,15
"SlidingWindow(mean, w=10, thr=3.0)",rate_shift,10,12,0.1,0.0493,0.0012,0.0023,-1,2,1726,33315,18
"ZScore(w=10, thr=3.0)",rate_shift,10,13,0.0,0.0632,0.0,0.0,-1,0,2546,37732,20
"MAD(w=10, thr=3.5)",rate_shift,10,13,0.35,0.1708,0.001,0.002,0,7,6880,33398,13
"EWMA(lambda=0.2, L=3.5)",rate_shift,10,13,1.0,0.1967,0.0025,0.005,0,20,7924,32354,0
"CUSUM(k=0.5, h=3.5)",rate_shift,10,13,1.0,0.067,0.0074,0.0146,0,20,2700,37578,0
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,10,13,1.0,0.0988,0.005,0.01,0,20,3978,36300,0
"SlidingWindow(mean, w=10, thr=3.0)",rate_shift,10,13,1.0,0.0371,0.0132,0.026,0,20,1496,38782,0
"ZScore(w=10, thr=3.0)",rate_shift,10,14,0.05,0.0788,0.0005,0.0009,-1,1,2085,24385,19
"MAD(w=10, thr=3.5)",rate_shift,10,14,0.3,0.1898,0.0012,0.0024,0,6,5025,21445,14
"EWMA(lambda=0.2, L=3.5)",rate_shift,10,14,0.0,0.0079,0.0,0.0,-1,0,209,26261,20
"CUSUM(k=0.5, h=3.5)",rate_shift,10,14,0.0,0.0062,0.0,0.0,-1,0,164,26306,20
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,10,14,0.05,0.0818,0.0005,0.0009,-1,1,2164,24306,19
"SlidingWindow(mean, w=10, thr=3.0)",rate_shift,10,14,0.0,0.0132,0.0,0.0,-1,0,350,26120,20
"ZScore(w=10, thr=3.0)",rate_shift,10,15,0.0,0.0837,0.0,0.0,-1,0,283,3099,20
"MAD(w=10, thr=3.5)",rate_shift,10,15,0.2,0.2478,0.0048,0.0093,0,4,838,2544,16
"EWMA(lambda=0.2, L=3.5)",rate_shift,10,15,1.0,0.0763,0.0719,0.1342,0,20,258,3124,0
"CUSUM(k=0.5, h=3.5)",rate_shift,10,15,1.0,0.0393,0.1307,0.2312,0,20,133,3249,0
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,10,15,0.35,0.086,0.0235,0.044,0,7,291,3091,13
"SlidingWindow(mean, w=10, thr=3.0)",rate_shift,10,15,1.0,0.1023,0.0546,0.1036,0,20,346,3036,0
"ZScore(w=10, thr=3.0)",rate_shift,10,16,0.1,0.0631,0.0008,0.0016,0,2,2531,37554,18
"MAD(w=10, thr=3.5)",rate_shift,10,16,0.05,0.1288,0.0002,0.0004,1,1,5164,34921,19
"EWMA(lambda=0.2, L=3.5)",rate_shift,10,16,0.0,0.166,0.0,0.0,-1,0,6653,33432,20
"CUSUM(k=0.5, h=3.5)",rate_shift,10,16,0.0,0.085,0.0,0.0,-1,0,3408,36677,20
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,10,16,0.1,0.1174,0.0004,0.0008,-1,2,4706,35379,18
"SlidingWindow(mean, w=10, thr=3.0)",rate_shift,10,16,0.0,0.0074,0.0,0.0,-1,0,297,39788,20
"ZScore(w=10, thr=3.0)",rate_shift,10,17,0.05,0.0632,0.0004,0.0008,1,1,2545,37733,19
"MAD(w=10, thr=3.5)",rate_shift,10,17,0.1,0.1708,0.0003,0.0006,0,2,6881,33397,18
"EWMA(lambda=0.2, L=3.5)",rate_shift,10,17,0.95,0.1965,0.0024,0.0048,1,19,7916,32362,1
"CUSUM(k=0.5, h=3.5)",rate_shift,10,17,0.5,0.067,0.0037,0.0073,1,10,2700,37578,10
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,10,17,0.15,0.0985,0.0008,0.0015,4,3,3968,36310,17
"SlidingWindow(mean, w=10, thr=3.0)",rate_shift,10,17,0.0,0.037,0.0,0.0,-1,0,1489,38789,20
"ZScore(w=10, thr=3.0)",rate_shift,10,18,0.0,0.0728,0.0,0.0,-1,0,2920,37199,20
"MAD(w=10, thr=3.5)",rate_shift,10,18,0.2,0.1835,0.0005,0.0011,0,4,7361,32758,16
"EWMA(lambda=0.2, L=3.5)",rate_shift,10,18,1.0,0.123,0.004,0.008,0,20,4935,35184,0
"CUSUM(k=0.5, h=3.5)",rate_shift,10,18,1.0,0.061,0.0081,0.0161,0,20,2447,37672,0
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,10,18,0.6,0.0972,0.0031,0.0061,0,12,3899,36220,8
"SlidingWindow(mean, w=10, thr=3.0)",rate_shift,10,18,0.9,0.0044,0.0928,0.1682,2,18,176,39943,2
"ZScore(w=10, thr=3.0)",rate_shift,10,19,0.25,0.0786,0.0024,0.0047,0,5,2081,24389,15
"MAD(w=10, thr=3.5)",rate_shift,10,19,0.6,0.1896,0.0024,0.0048,0,12,5019,21451,8
"EWMA(lambda=0.2, L=3.5)",rate_shift,10,19,0.25,0.0077,0.0239,0.0437,-1,5,204,26266,15
"CUSUM(k=0.5, h=3.5)",rate_shift,10,19,0.2,0.006,0.0244,0.0435,-1,4,160,26310,16
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,10,19,0.15,0.0817,0.0014,0.0027,0,3,2162,24308,17
"SlidingWindow(mean, w=10, thr=3.0)",rate_shift,10,19,0.25,0.013,0.0143,0.027,-1,5,345,26125,15
"ZScore(w=10, thr=3.0)",rate_shift,10,20,0.1,0.0631,0.0008,0.0016,0,2,2541,37737,18
"MAD(w=10, thr=3.5)",rate_shift,10,20,0.1,0.1215,0.0004,0.0008,0,2,4892,35386,18
"EWMA(lambda=0.2, L=3.5)",rate_shift,10,20,1.0,0.0746,0.0066,0.0131,0,20,3006,37272,0
"CUSUM(k=0.5, h=3.5)",rate_shift,10,20,0.6,0.0898,0.0033,0.0066,0,12,3617,36661,8
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,10,20,0.3,0.0962,0.0015,0.0031,2,6,3873,36405,14
"SlidingWindow(mean, w=10, thr=3.0)",rate_shift,10,20,0.0,0.0002,0.0,0.0,-1,0,8,40270,20
"ZScore(w=10, thr=3.0)",rate_shift,10,21,0.1,0.0664,0.0007,0.0015,0,2,2673,37594,18
"MAD(w=10, thr=3.5)",rate_shift,10,21,0.45,0.1352,0.0017,0.0033,0,9,5444,34823,11
"EWMA(lambda=0.2, L=3.5)",rate_shift,10,21,0.0,0.0856,0.0,0.0,-1,0,3447,36820,20
"CUSUM(k=0.5, h=3.5)",rate_shift,10,21,0.0,0.0546,0.0,0.0,-1,0,2200,38067,20
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,10,21,0.1,0.0911,0.0005,0.0011,2,2,3668,36599,18
"SlidingWindow(mean, w=10, thr=3.0)",rate_shift,10,21,0.0,0.0098,0.0,0.0,-1,0,395,39872,20
"ZScore(w=10, thr=3.0)",rate_shift,10,22,0.2,0.0772,0.0013,0.0026,0,4,3107,37151,16
"MAD(w=10, thr=3.5)",rate_shift,10,22,0.45,0.1979,0.0011,0.0023,0,9,7968,32290,11
"EWMA(lambda=0.2, L=3.5)",rate_shift,10,22,0.0,0.1883,0.0,0.0,-1,0,7579,32679,20
"CUSUM(k=0.5, h=3.5)",rate_shift,10,22,0.0,0.1007,0.0,0.0,-1,0,4052,36206,20
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,10,22,0.05,0.122,0.0002,0.0004,-1,1,4913,35345,19
"SlidingWindow(mean, w=10, thr=3.0)",rate_shift,10,22,0.0,0.0763,0.0,0.0,-1,0,3073,37185,20
"ZScore(w=10, thr=3.0)",rate_shift,10,23,0.1,0.0415,0.0012,0.0024,-1,2,1669,38572,18
"MAD(w=10, thr=3.5)",rate_shift,10,23,0.1,0.0612,0.0008,0.0016,3,2,2463,37778,18
"EWMA(lambda=0.2, L=3.5)",rate_shift,10,23,0.25,0.1489,0.0008,0.0017,-1,5,5992,34249,15
"CUSUM(k=0.5, h=3.5)",rate_shift,10,23,0.15,0.073,0.001,0.002,-1,3,2938,37303,17
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,10,23,0.1,0.0946,0.0005,0.001,-1,2,3806,36435,18
"SlidingWindow(mean, w=10, thr=3.0)",rate_shift,10,23,0.0,0.0381,0.0,0.0,-1,0,1535,38706,20
"ZScore(w=10, thr=3.0)",rate_shift,10,24,0.1,0.0727,0.0007,0.0014,3,2,2926,37347,18
"MAD(w=10, thr=3.5)",rate_shift,10,24,0.2,0.1633,0.0006,0.0012,0,4,6576,33697,16
"EWMA(lambda=0.2, L=3.5)",rate_shift,10,24,1.0,0.3288,0.0015,0.003,0,20,13240,27033,0
"CUSUM(k=0.5, h=3.5)",rate_shift,10,24,1.0,0.1733,0.0029,0.0057,0,20,6980,33293,0
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,10,24,0.1,0.3217,0.0002,0.0003,3,2,12957,27316,18
"SlidingWindow(mean, w=10, thr=3.0)",rate_shift,10,24,0.0,0.0012,0.0,0.0,-1,0,50,40223,20
"ZScore(w=10, thr=3.0)",rate_shift,10,25,0.25,0.0694,0.0018,0.0035,0,5,2795,37479,15
"MAD(w=10, thr=3.5)",rate_shift,10,25,0.5,0.1622,0.0015,0.003,0,10,6533,33741,10
"EWMA(lambda=0.2, L=3.5)",rate_shift,10,25,0.95,0.4801,0.001,0.002,1,19,19335,20939,1
"CUSUM(k=0.5, h=3.5)",rate_shift,10,25,1.0,0.2241,0.0022,0.0044,0,20,9024,31250,0
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,10,25,0.35,0.172,0.001,0.002,2,7,6928,33346,13
"SlidingWindow(mean, w=10, thr=3.0)",rate_shift,10,25,0.0,0.0173,0.0,0.0,-1,0,697,39577,20
"ZScore(w=10, thr=3.0)",rate_shift,10,26,0.1,0.0467,0.0011,0.0021,0,2,1882,38392,18
"MAD(w=10, thr=3.5)",rate_shift,10,26,0.1,0.0702,0.0007,0.0014,0,2,2827,37447,18
"EWMA(lambda=0.2, L=3.5)",rate_shift,10,26,0.0,0.0954,0.0,0.0,-1,0,3843,36431,20
"CUSUM(k=0.5, h=3.5)",rate_shift,10,26,0.15,0.0533,0.0014,0.0028,2,3,2145,38129,17
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,10,26,0.1,0.0924,0.0005,0.0011,4,2,3722,36552,18
"SlidingWindow(mean, w=10, thr=3.0)",rate_shift,10,26,0.0,0.0,0.0,0.0,-1,0,0,40274,20
"ZScore(w=10, thr=3.0)",rate_shift,10,27,0.05,0.0468,0.0005,0.0011,0,1,1883,38391,19
"MAD(w=10, thr=3.5)",rate_shift,10,27,0.05,0.0702,0.0004,0.0007,0,1,2829,37445,19
"EWMA(lambda=0.2, L=3.5)",rate_shift,10,27,0.55,0.0954,0.0029,0.0057,-1,11,3843,36431,9
"CUSUM(k=0.5, h=3.5)",rate_shift,10,27,0.2,0.0533,0.0019,0.0037,2,4,2145,38129,16
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,10,27,0.15,0.0924,0.0008,0.0016,0,3,3723,36551,17
"SlidingWindow(mean, w=10, thr=3.0)",rate_shift,10,27,0.0,0.0,0.0,0.0,-1,0,0,40274,20
"ZScore(w=10, thr=3.0)",rate_shift,10,28,0.15,0.0756,0.001,0.002,0,3,3045,37218,17
"MAD(w=10, thr=3.5)",rate_shift,10,28,0.4,0.1794,0.0011,0.0022,0,8,7224,33039,12
"EWMA(lambda=0.2, L=3.5)",rate_shift,10,28,0.0,0.1683,0.0,0.0,-1,0,6777,33486,20
"CUSUM(k=0.5, h=3.5)",rate_shift,10,28,0.0,0.0688,0.0,0.0,-1,0,2771,37492,20
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,10,28,0.05,0.1025,0.0002,0.0005,-1,1,4128,36135,19
"SlidingWindow(mean, w=10, thr=3.0)",rate_shift,10,28,0.0,0.0013,0.0,0.0,-1,0,54,40209,20
"ZScore(w=10, thr=3.0)",rate_shift,10,29,0.1,0.0683,0.0008,0.0015,0,2,2646,36112,18
"MAD(w=10, thr=3.5)",rate_shift,10,29,0.3,0.1575,0.001,0.002,0,6,6104,32654,14
"EWMA(lambda=0.2, L=3.5)",rate_shift,10,29,0.65,0.0408,0.0081,0.0161,-1,13,1583,37175,7
"CUSUM(k=0.5, h=3.5)",rate_shift,10,29,0.2,0.0159,0.0065,0.0125,4,4,616,38142,16
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,10,29,0.15,0.0841,0.0009,0.0018,-1,3,3261,35497,17
"SlidingWindow(mean, w=10, thr=3.0)",rate_shift,10,29,0.0,0.0173,0.0,0.0,-1,0,671,38087,20
"ZScore(w=10, thr=3.0)",gradual_drift,10,0,0.15,0.0644,0.0012,0.0023,1,3,2595,37677,17
"MAD(w=10, thr=3.5)",gradual_drift,10,0,0.25,0.1237,0.001,0.002,1,5,4982,35290,15
"EWMA(lambda=0.2, L=3.5)",gradual_drift,10,0,1.0,0.8281,0.0006,0.0012,0,20,33351,6921,0
"CUSUM(k=0.5, h=3.5)",gradual_drift,10,0,1.0,0.6179,0.0008,0.0016,0,20,24883,15389,0
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,10,0,0.75,0.4484,0.0008,0.0017,4,15,18056,22216,5
"SlidingWindow(mean, w=10, thr=3.0)",gradual_drift,10,0,0.0,0.0077,0.0,0.0,-1,0,311,39961,20
"ZScore(w=10, thr=3.0)",gradual_drift,10,1,0.0,0.067,0.0,0.0,-1,0,2697,37548,20
"MAD(w=10, thr=3.5)",gradual_drift,10,1,0.15,0.1631,0.0005,0.0009,2,3,6562,33683,17
"EWMA(lambda=0.2, L=3.5)",gradual_drift,10,1,0.1,0.2723,0.0002,0.0004,-1,2,10960,29285,18
"CUSUM(k=0.5, h=3.5)",gradual_drift,10,1,0.1,0.1157,0.0004,0.0009,-1,2,4657,35588,18
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,10,1,0.1,0.1221,0.0004,0.0008,3,2,4912,35333,18
"SlidingWindow(mean, w=10, thr=3.0)",gradual_drift,10,1,0.0,0.0432,0.0,0.0,-1,0,1738,38507,20
"ZScore(w=10, thr=3.0)",gradual_drift,10,2,0.2,0.063,0.0016,0.0031,2,4,2527,37558,16
"MAD(w=10, thr=3.5)",gradual_drift,10,2,0.35,0.1287,0.0014,0.0027,0,7,5159,34926,13
"EWMA(lambda=0.2, L=3.5)",gradual_drift,10,2,0.45,0.1659,0.0014,0.0027,-1,9,6651,33434,11
"CUSUM(k=0.5, h=3.5)",gradual_drift,10,2,0.15,0.085,0.0009,0.0017,-1,3,3407,36678,17
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,10,2,0.1,0.1174,0.0004,0.0008,-1,2,4705,35380,18
"SlidingWindow(mean, w=10, thr=3.0)",gradual_drift,10,2,0.0,0.0074,0.0,0.0,-1,0,297,39788,20
"ZScore(w=10, thr=3.0)",gradual_drift,10,3,0.05,0.0819,0.0003,0.0006,-1,1,3299,36979,19
"MAD(w=10, thr=3.5)",gradual_drift,10,3,0.15,0.1946,0.0004,0.0008,1,3,7839,32439,17
"EWMA(lambda=0.2, L=3.5)",gradual_drift,10,3,0.0,0.186,0.0,0.0,-1,0,7491,32787,20
"CUSUM(k=0.5, h=3.5)",gradual_drift,10,3,0.0,0.1273,0.0,0.0,-1,0,5128,35150,20
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,10,3,0.05,0.1522,0.0002,0.0003,-1,1,6132,34146,19
"SlidingWindow(mean, w=10, thr=3.0)",gradual_drift,10,3,0.0,0.0005,0.0,0.0,-1,0,21,40257,20
"ZScore(w=10, thr=3.0)",gradual_drift,10,4,0.1,0.0628,0.0008,0.0016,0,2,2512,37467,18
"MAD(w=10, thr=3.5)",gradual_drift,10,4,0.1,0.1393,0.0004,0.0007,0,2,5571,34408,18
"EWMA(lambda=0.2, L=3.5)",gradual_drift,10,4,0.6,0.1275,0.0023,0.0047,0,12,5099,34880,8
"CUSUM(k=0.5, h=3.5)",gradual_drift,10,4,0.3,0.1114,0.0013,0.0027,0,6,4452,35527,14
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,10,4,0.2,0.109,0.0009,0.0018,0,4,4359,35620,16
"SlidingWindow(mean, w=10, thr=3.0)",gradual_drift,10,4,0.85,0.6606,0.0006,0.0013,3,17,26411,13568,3
"ZScore(w=10, thr=3.0)",gradual_drift,10,5,0.0,0.0783,0.0,0.0,-1,0,3152,37110,20
"MAD(w=10, thr=3.5)",gradual_drift,10,5,0.0,0.164,0.0,0.0,-1,0,6601,33661,20
"EWMA(lambda=0.2, L=3.5)",gradual_drift,10,5,1.0,0.1754,0.0028,0.0056,0,20,7062,33200,0
"CUSUM(k=0.5, h=3.5)",gradual_drift,10,5,0.9,0.0902,0.0049,0.0098,1,18,3632,36630,2
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,10,5,0.75,0.1182,0.0031,0.0063,0,15,4757,35505,5
"SlidingWindow(mean, w=10, thr=3.0)",gradual_drift,10,5,0.0,0.0007,0.0,0.0,-1,0,30,40232,20
"ZScore(w=10, thr=3.0)",gradual_drift,10,6,0.2,0.0705,0.0014,0.0028,0,4,2838,37431,16
"MAD(w=10, thr=3.5)",gradual_drift,10,6,0.3,0.1468,0.001,0.002,0,6,5913,34356,14
"EWMA(lambda=0.2, L=3.5)",gradual_drift,10,6,0.0,0.0056,0.0,0.0,-1,0,227,40042,20
"CUSUM(k=0.5, h=3.5)",gradual_drift,10,6,0.0,0.0122,0.0,0.0,-1,0,492,39777,20
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,10,6,0.1,0.0818,0.0006,0.0012,3,2,3292,36977,18
"SlidingWindow(mean, w=10, thr=3.0)",gradual_drift,10,6,0.0,0.0121,0.0,0.0,-1,0,486,39783,20
"ZScore(w=10, thr=3.0)",gradual_drift,10,7,0.05,0.0652,0.0004,0.0008,-1,1,2616,37502,19
"MAD(w=10, thr=3.5)",gradual_drift,10,7,0.0,0.1412,0.0,0.0,-1,0,5665,34453,20
"EWMA(lambda=0.2, L=3.5)",gradual_drift,10,7,1.0,0.2897,0.0017,0.0034,0,20,11623,28495,0
"CUSUM(k=0.5, h=3.5)",gradual_drift,10,7,0.85,0.1233,0.0034,0.0068,0,17,4947,35171,3
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,10,7,0.55,0.1209,0.0023,0.0045,3,11,4851,35267,9
"SlidingWindow(mean, w=10, thr=3.0)",gradual_drift,10,7,0.3,0.0066,0.0223,0.0415,-1,6,263,39855,14
"ZScore(w=10, thr=3.0)",gradual_drift,10,8,0.2,0.0878,0.0011,0.0022,0,4,3535,36712,16
"MAD(w=10, thr=3.5)",gradual_drift,10,8,0.3,0.2347,0.0006,0.0013,0,6,9447,30800,14
"EWMA(lambda=0.2, L=3.5)",gradual_drift,10,8,0.9,0.5412,0.0008,0.0016,2,18,21781,18466,2
"CUSUM(k=0.5, h=3.5)",gradual_drift,10,8,0.9,0.2197,0.002,0.0041,2,18,8844,31403,2
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,10,8,0.65,0.3195,0.001,0.002,-1,13,12859,27388,7
"SlidingWindow(mean, w=10, thr=3.0)",gradual_drift,10,8,0.7,0.3738,0.0009,0.0019,-1,14,15046,25201,6
"ZScore(w=10, thr=3.0)",gradual_drift,10,9,0.0,0.0819,0.0,0.0,-1,0,3299,36979,20
"MAD(w=10, thr=3.5)",gradual_drift,10,9,0.3,0.1947,0.0008,0.0015,0,6,7843,32435,14
"EWMA(lambda=0.2, L=3.5)",gradual_drift,10,9,0.8,0.1862,0.0021,0.0042,4,16,7500,32778,4
"CUSUM(k=0.5, h=3.5)",gradual_drift,10,9,0.8,0.1273,0.0031,0.0062,3,16,5129,35149,4
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,10,9,0.55,0.1525,0.0018,0.0036,3,11,6141,34137,9
"SlidingWindow(mean, w=10, thr=3.0)",gradual_drift,10,9,0.0,0.0005,0.0,0.0,-1,0,21,40257,20
"ZScore(w=10, thr=3.0)",gradual_drift,10,10,0.2,0.0701,0.0014,0.0028,1,4,2819,37388,16
"MAD(w=10, thr=3.5)",gradual_drift,10,10,0.25,0.1706,0.0007,0.0015,0,5,6858,33349,15
"EWMA(lambda=0.2, L=3.5)",gradual_drift,10,10,0.05,0.0947,0.0003,0.0005,-1,1,3809,36398,19
"CUSUM(k=0.5, h=3.5)",gradual_drift,10,10,0.05,0.0829,0.0003,0.0006,-1,1,3334,36873,19
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,10,10,0.05,0.0955,0.0003,0.0005,-1,1,3838,36369,19
"SlidingWindow(mean, w=10, thr=3.0)",gradual_drift,10,10,0.0,0.0067,0.0,0.0,-1,0,270,39937,20
"ZScore(w=10, thr=3.0)",gradual_drift,10,11,0.1,0.0415,0.0012,0.0024,-1,2,1672,38569,18
"MAD(w=10, thr=3.5)",gradual_drift,10,11,0.15,0.0613,0.0012,0.0024,-1,3,2466,37775,17
"EWMA(lambda=0.2, L=3.5)",gradual_drift,10,11,0.7,0.149,0.0023,0.0046,-1,14,5994,34247,6
"CUSUM(k=0.5, h=3.5)",gradual_drift,10,11,0.45,0.073,0.0031,0.0061,-1,9,2937,37304,11
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,10,11,0.25,0.0946,0.0013,0.0026,0,5,3807,36434,15
"SlidingWindow(mean, w=10, thr=3.0)",gradual_drift,10,11,0.4,0.0384,0.0051,0.0102,-1,8,1547,38694,12
"ZScore(w=10, thr=3.0)",gradual_drift,10,12,0.15,0.0719,0.001,0.0021,1,3,2895,37349,17
"MAD(w=10, thr=3.5)",gradual_drift,10,12,0.3,0.1597,0.0009,0.0019,1,6,6425,33819,14
"EWMA(lambda=0.2, L=3.5)",gradual_drift,10,12,0.7,0.2017,0.0017,0.0034,-1,14,8119,32125,6
"CUSUM(k=0.5, h=3.5)",gradual_drift,10,12,0.6,0.0721,0.0041,0.0082,4,12,2902,37342,8
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,10,12,0.4,0.1067,0.0019,0.0037,1,8,4294,35950,12
"SlidingWindow(mean, w=10, thr=3.0)",gradual_drift,10,12,0.0,0.0068,0.0,0.0,-1,0,275,39969,20
"ZScore(w=10, thr=3.0)",gradual_drift,10,13,0.1,0.0683,0.0008,0.0015,-1,2,2647,36111,18
"MAD(w=10, thr=3.5)",gradual_drift,10,13,0.1,0.1575,0.0003,0.0007,0,2,6104,32654,18
"EWMA(lambda=0.2, L=3.5)",gradual_drift,10,13,0.0,0.0407,0.0,0.0,-1,0,1579,37179,20
"CUSUM(k=0.5, h=3.5)",gradual_drift,10,13,0.0,0.0159,0.0,0.0,-1,0,616,38142,20
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,10,13,0.1,0.0842,0.0006,0.0012,-1,2,3263,35495,18
"SlidingWindow(mean, w=10, thr=3.0)",gradual_drift,10,13,0.0,0.0173,0.0,0.0,-1,0,671,38087,20
"ZScore(w=10, thr=3.0)",gradual_drift,10,14,0.1,0.0674,0.0007,0.0015,1,2,2713,37564,18
"MAD(w=10, thr=3.5)",gradual_drift,10,14,0.3,0.2194,0.0007,0.0014,0,6,8837,31440,14
"EWMA(lambda=0.2, L=3.5)",gradual_drift,10,14,0.6,0.0828,0.0036,0.0071,2,12,3334,36943,8
"CUSUM(k=0.5, h=3.5)",gradual_drift,10,14,0.4,0.0431,0.0046,0.0091,1,8,1736,38541,12
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,10,14,0.15,0.0891,0.0008,0.0017,-1,3,3589,36688,17
"SlidingWindow(mean, w=10, thr=3.0)",gradual_drift,10,14,0.15,0.0192,0.0039,0.0075,-1,3,775,39502,17
"ZScore(w=10, thr=3.0)",gradual_drift,10,15,0.05,0.072,0.0003,0.0007,3,1,2898,37346,19
"MAD(w=10, thr=3.5)",gradual_drift,10,15,0.0,0.1599,0.0,0.0,-1,0,6434,33810,20
"EWMA(lambda=0.2, L=3.5)",gradual_drift,10,15,0.95,0.2021,0.0023,0.0046,1,19,8134,32110,1
"CUSUM(k=0.5, h=3.5)",gradual_drift,10,15,0.85,0.0722,0.0058,0.0116,1,17,2905,37339,3
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,10,15,0.5,0.1068,0.0023,0.0046,0,10,4297,35947,10
"SlidingWindow(mean, w=10, thr=3.0)",gradual_drift,10,15,0.05,0.0068,0.0036,0.0068,-1,1,275,39969,19
"ZScore(w=10, thr=3.0)",gradual_drift,10,16,0.2,0.0663,0.0015,0.003,1,4,2670,37597,16
"MAD(w=10, thr=3.5)",gradual_drift,10,16,0.35,0.135,0.0013,0.0026,1,7,5435,34832,13
"EWMA(lambda=0.2, L=3.5)",gradual_drift,10,16,0.4,0.0856,0.0023,0.0046,-1,8,3445,36822,12
"CUSUM(k=0.5, h=3.5)",gradual_drift,10,16,0.15,0.0547,0.0014,0.0027,-1,3,2201,38066,17
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,10,16,0.15,0.091,0.0008,0.0016,-1,3,3666,36601,17
"SlidingWindow(mean, w=10, thr=3.0)",gradual_drift,10,16,0.1,0.0098,0.0051,0.0096,-1,2,393,39874,18
"ZScore(w=10, thr=3.0)",gradual_drift,10,17,0.0,0.0461,0.0,0.0,-1,0,1856,38411,20
