detector,anomaly_type,window_size,trial,tpr,fpr,precision,f1,detection_latency,tp,fp,tn,fn
Sustained_OR(GatedEWMA+GatedCUSUM),rate_shift,20,5,0.0,0.024,0.0,0.0,-1,0,965,39223,20
Spike_OR(GatedMAD+GatedZScore),rate_shift,20,5,0.4,0.0712,0.0028,0.0055,1,8,2861,37327,12
TwoLayerEnsemble,rate_shift,20,5,0.05,0.0292,0.0009,0.0017,1,1,1172,39016,19
"ZScore(w=20, thr=3.0)",rate_shift,20,6,0.05,0.0377,0.0007,0.0013,-1,1,1519,38759,19
"MAD(w=20, thr=3.5)",rate_shift,20,6,0.5,0.0655,0.0038,0.0075,0,10,2638,37640,10
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,6,0.95,0.638,0.0007,0.0015,1,19,25696,14582,1
"CUSUM(k=0.5, h=3.5)",rate_shift,20,6,0.75,0.3497,0.0011,0.0021,0,15,14087,26191,5
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,6,0.25,0.1779,0.0007,0.0014,3,5,7165,33113,15
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,6,0.0,0.0068,0.0,0.0,-1,0,273,40005,20
GatedCUSUM(n=2),rate_shift,20,6,0.45,0.1521,0.0015,0.0029,1,9,6126,34152,11
GatedEWMA(n=2),rate_shift,20,6,0.9,0.6143,0.0007,0.0015,2,18,24743,15535,2
GatedMAD(n=2),rate_shift,20,6,0.4,0.0114,0.0171,0.0327,1,8,461,39817,12
GatedZScore(n=2),rate_shift,20,6,0.0,0.0023,0.0,0.0,-1,0,94,40184,20
Spike_AND(GatedMAD+GatedZScore),rate_shift,20,6,0.0,0.002,0.0,0.0,-1,0,81,40197,20
Sustained_OR(GatedEWMA+GatedCUSUM),rate_shift,20,6,0.95,0.6152,0.0008,0.0015,1,19,24780,15498,1
Spike_OR(GatedMAD+GatedZScore),rate_shift,20,6,0.4,0.0118,0.0166,0.0319,1,8,474,39804,12
TwoLayerEnsemble,rate_shift,20,6,0.95,0.6158,0.0008,0.0015,1,19,24804,15474,1
"ZScore(w=20, thr=3.0)",rate_shift,20,7,0.1,0.0629,0.0008,0.0016,0,2,2534,37729,18
"MAD(w=20, thr=3.5)",rate_shift,20,7,0.35,0.2045,0.0008,0.0017,0,7,8234,32029,13
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,7,1.0,0.372,0.0013,0.0027,0,20,14978,25285,0
"CUSUM(k=0.5, h=3.5)",rate_shift,20,7,1.0,0.1967,0.0025,0.005,0,20,7920,32343,0
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,7,1.0,0.259,0.0019,0.0038,0,20,10430,29833,0
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,7,0.0,0.0002,0.0,0.0,-1,0,7,40256,20
GatedCUSUM(n=2),rate_shift,20,7,0.95,0.1157,0.0041,0.0081,1,19,4657,35606,1
GatedEWMA(n=2),rate_shift,20,7,1.0,0.3586,0.0014,0.0028,0,20,14440,25823,0
GatedMAD(n=2),rate_shift,20,7,0.3,0.0962,0.0015,0.0031,1,6,3874,36389,14
GatedZScore(n=2),rate_shift,20,7,0.05,0.0116,0.0021,0.0041,1,1,468,39795,19
Spike_AND(GatedMAD+GatedZScore),rate_shift,20,7,0.05,0.0115,0.0022,0.0041,1,1,463,39800,19
Sustained_OR(GatedEWMA+GatedCUSUM),rate_shift,20,7,1.0,0.3598,0.0014,0.0028,0,20,14488,25775,0
Spike_OR(GatedMAD+GatedZScore),rate_shift,20,7,0.3,0.0963,0.0015,0.0031,1,6,3879,36384,14
TwoLayerEnsemble,rate_shift,20,7,1.0,0.3649,0.0014,0.0027,0,20,14690,25573,0
"ZScore(w=20, thr=3.0)",rate_shift,20,8,0.1,0.0533,0.0009,0.0018,-1,2,2147,38118,18
"MAD(w=20, thr=3.5)",rate_shift,20,8,0.45,0.1696,0.0013,0.0026,0,9,6830,33435,11
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,8,0.7,0.0593,0.0058,0.0116,-1,14,2386,37879,6
"CUSUM(k=0.5, h=3.5)",rate_shift,20,8,0.35,0.0453,0.0038,0.0076,3,7,1825,38440,13
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,8,0.2,0.0873,0.0011,0.0023,0,4,3514,36751,16
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,8,0.0,0.4715,0.0,0.0,-1,0,18984,21281,20
GatedCUSUM(n=2),rate_shift,20,8,0.1,0.0026,0.0185,0.0312,-1,2,106,40159,18
GatedEWMA(n=2),rate_shift,20,8,0.65,0.0486,0.0066,0.0131,-1,13,1957,38308,7
GatedMAD(n=2),rate_shift,20,8,0.4,0.0613,0.0032,0.0064,0,8,2469,37796,12
GatedZScore(n=2),rate_shift,20,8,0.0,0.0064,0.0,0.0,-1,0,259,40006,20
Spike_AND(GatedMAD+GatedZScore),rate_shift,20,8,0.0,0.0062,0.0,0.0,-1,0,249,40016,20
Sustained_OR(GatedEWMA+GatedCUSUM),rate_shift,20,8,0.65,0.0491,0.0065,0.0129,-1,13,1978,38287,7
Spike_OR(GatedMAD+GatedZScore),rate_shift,20,8,0.4,0.0616,0.0032,0.0064,0,8,2479,37786,12
TwoLayerEnsemble,rate_shift,20,8,0.65,0.0547,0.0059,0.0116,-1,13,2204,38061,7
"ZScore(w=20, thr=3.0)",rate_shift,20,9,0.05,0.0526,0.0005,0.0009,2,1,2118,38156,19
"MAD(w=20, thr=3.5)",rate_shift,20,9,0.25,0.1176,0.0011,0.0021,0,5,4738,35536,15
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,9,1.0,0.6701,0.0007,0.0015,0,20,26988,13286,0
"CUSUM(k=0.5, h=3.5)",rate_shift,20,9,1.0,0.4383,0.0011,0.0023,0,20,17654,22620,0
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,9,1.0,0.5702,0.0009,0.0017,0,20,22963,17311,0
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,9,0.0,0.0,0.0,0.0,-1,0,0,40274,20
GatedCUSUM(n=2),rate_shift,20,9,1.0,0.3035,0.0016,0.0033,0,20,12223,28051,0
GatedEWMA(n=2),rate_shift,20,9,1.0,0.6584,0.0008,0.0015,0,20,26515,13759,0
GatedMAD(n=2),rate_shift,20,9,0.25,0.054,0.0023,0.0045,0,5,2175,38099,15
GatedZScore(n=2),rate_shift,20,9,0.0,0.0098,0.0,0.0,-1,0,393,39881,20
Spike_AND(GatedMAD+GatedZScore),rate_shift,20,9,0.0,0.0094,0.0,0.0,-1,0,378,39896,20
Sustained_OR(GatedEWMA+GatedCUSUM),rate_shift,20,9,1.0,0.659,0.0008,0.0015,0,20,26541,13733,0
Spike_OR(GatedMAD+GatedZScore),rate_shift,20,9,0.25,0.0544,0.0023,0.0045,0,5,2190,38084,15
TwoLayerEnsemble,rate_shift,20,9,1.0,0.6608,0.0008,0.0015,0,20,26613,13661,0
"ZScore(w=20, thr=3.0)",rate_shift,20,10,0.1,0.06,0.0008,0.0016,0,2,2416,37829,18
"MAD(w=20, thr=3.5)",rate_shift,20,10,0.1,0.1921,0.0003,0.0005,0,2,7731,32514,18
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,10,1.0,0.0946,0.0052,0.0104,0,20,3807,36438,0
"CUSUM(k=0.5, h=3.5)",rate_shift,20,10,0.5,0.0532,0.0046,0.0092,0,10,2142,38103,10
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,10,0.25,0.0935,0.0013,0.0026,0,5,3763,36482,15
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,10,0.4,0.7494,0.0003,0.0005,-1,8,30160,10085,12
GatedCUSUM(n=2),rate_shift,20,10,0.05,0.0036,0.0068,0.012,-1,1,146,40099,19
GatedEWMA(n=2),rate_shift,20,10,0.95,0.0806,0.0058,0.0116,1,19,3245,37000,1
GatedMAD(n=2),rate_shift,20,10,0.05,0.0836,0.0003,0.0006,0,1,3365,36880,19
GatedZScore(n=2),rate_shift,20,10,0.0,0.0099,0.0,0.0,-1,0,400,39845,20
Spike_AND(GatedMAD+GatedZScore),rate_shift,20,10,0.0,0.0098,0.0,0.0,-1,0,393,39852,20
Sustained_OR(GatedEWMA+GatedCUSUM),rate_shift,20,10,0.95,0.0812,0.0058,0.0115,1,19,3269,36976,1
Spike_OR(GatedMAD+GatedZScore),rate_shift,20,10,0.05,0.0838,0.0003,0.0006,0,1,3372,36873,19
TwoLayerEnsemble,rate_shift,20,10,0.95,0.0901,0.0052,0.0104,1,19,3627,36618,1
"ZScore(w=20, thr=3.0)",rate_shift,20,11,0.1,0.0484,0.001,0.002,0,2,1949,38328,18
"MAD(w=20, thr=3.5)",rate_shift,20,11,0.55,0.1421,0.0019,0.0038,0,11,5724,34553,9
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,11,0.0,0.1696,0.0,0.0,-1,0,6830,33447,20
"CUSUM(k=0.5, h=3.5)",rate_shift,20,11,0.05,0.0651,0.0004,0.0008,-1,1,2622,37655,19
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,11,0.05,0.0997,0.0002,0.0005,-1,1,4017,36260,19
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,11,0.0,0.0048,0.0,0.0,-1,0,195,40082,20
GatedCUSUM(n=2),rate_shift,20,11,0.0,0.0074,0.0,0.0,-1,0,297,39980,20
GatedEWMA(n=2),rate_shift,20,11,0.0,0.1478,0.0,0.0,-1,0,5951,34326,20
GatedMAD(n=2),rate_shift,20,11,0.4,0.0374,0.0053,0.0104,1,8,1505,38772,12
GatedZScore(n=2),rate_shift,20,11,0.05,0.0041,0.006,0.0106,1,1,167,40110,19
Spike_AND(GatedMAD+GatedZScore),rate_shift,20,11,0.05,0.004,0.0061,0.0109,1,1,162,40115,19
Sustained_OR(GatedEWMA+GatedCUSUM),rate_shift,20,11,0.0,0.1482,0.0,0.0,-1,0,5969,34308,20
Spike_OR(GatedMAD+GatedZScore),rate_shift,20,11,0.4,0.0375,0.0053,0.0104,1,8,1510,38767,12
TwoLayerEnsemble,rate_shift,20,11,0.05,0.1511,0.0002,0.0003,1,1,6087,34190,19
"ZScore(w=20, thr=3.0)",rate_shift,20,12,0.05,0.0545,0.0005,0.001,-1,1,1909,33132,19
"MAD(w=20, thr=3.5)",rate_shift,20,12,0.3,0.2143,0.0008,0.0016,0,6,7508,27533,14
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,12,1.0,0.435,0.0013,0.0026,0,20,15243,19798,0
"CUSUM(k=0.5, h=3.5)",rate_shift,20,12,0.9,0.1182,0.0043,0.0086,0,18,4141,30900,2
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,12,0.25,0.1547,0.0009,0.0018,2,5,5421,29620,15
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,12,0.05,0.0211,0.0013,0.0026,-1,1,741,34300,19
GatedCUSUM(n=2),rate_shift,20,12,0.75,0.0174,0.0241,0.0467,1,15,608,34433,5
GatedEWMA(n=2),rate_shift,20,12,0.95,0.3877,0.0014,0.0028,1,19,13586,21455,1
GatedMAD(n=2),rate_shift,20,12,0.25,0.0689,0.0021,0.0041,0,5,2415,32626,15
GatedZScore(n=2),rate_shift,20,12,0.0,0.004,0.0,0.0,-1,0,139,34902,20
Spike_AND(GatedMAD+GatedZScore),rate_shift,20,12,0.0,0.0039,0.0,0.0,-1,0,137,34904,20
Sustained_OR(GatedEWMA+GatedCUSUM),rate_shift,20,12,0.95,0.3883,0.0014,0.0028,1,19,13607,21434,1
Spike_OR(GatedMAD+GatedZScore),rate_shift,20,12,0.25,0.069,0.0021,0.0041,0,5,2417,32624,15
TwoLayerEnsemble,rate_shift,20,12,0.95,0.3902,0.0014,0.0028,1,19,13672,21369,1
"ZScore(w=20, thr=3.0)",rate_shift,20,13,0.05,0.0455,0.0005,0.0011,0,1,1831,38447,19
"MAD(w=20, thr=3.5)",rate_shift,20,13,0.5,0.174,0.0014,0.0028,0,10,7008,33270,10
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,13,1.0,0.1967,0.0025,0.005,0,20,7924,32354,0
"CUSUM(k=0.5, h=3.5)",rate_shift,20,13,1.0,0.067,0.0074,0.0146,0,20,2700,37578,0
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,13,1.0,0.0988,0.005,0.01,0,20,3978,36300,0
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,13,0.95,0.3814,0.0012,0.0025,1,19,15364,24914,1
GatedCUSUM(n=2),rate_shift,20,13,0.95,0.0079,0.0565,0.1067,1,19,317,39961,1
GatedEWMA(n=2),rate_shift,20,13,0.95,0.1763,0.0027,0.0053,1,19,7099,33179,1
GatedMAD(n=2),rate_shift,20,13,0.4,0.0565,0.0035,0.0069,1,8,2277,38001,12
GatedZScore(n=2),rate_shift,20,13,0.0,0.0038,0.0,0.0,-1,0,152,40126,20
Spike_AND(GatedMAD+GatedZScore),rate_shift,20,13,0.0,0.0037,0.0,0.0,-1,0,149,40129,20
Sustained_OR(GatedEWMA+GatedCUSUM),rate_shift,20,13,0.95,0.1766,0.0027,0.0053,1,19,7115,33163,1
Spike_OR(GatedMAD+GatedZScore),rate_shift,20,13,0.4,0.0566,0.0035,0.0069,1,8,2280,37998,12
TwoLayerEnsemble,rate_shift,20,13,0.95,0.1795,0.0026,0.0052,1,19,7229,33049,1
"ZScore(w=20, thr=3.0)",rate_shift,20,14,0.1,0.06,0.0013,0.0025,0,2,1588,24882,18
"MAD(w=20, thr=3.5)",rate_shift,20,14,0.35,0.1972,0.0013,0.0027,0,7,5220,21250,13
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,14,0.0,0.0079,0.0,0.0,-1,0,209,26261,20
"CUSUM(k=0.5, h=3.5)",rate_shift,20,14,0.0,0.0062,0.0,0.0,-1,0,164,26306,20
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,14,0.05,0.0818,0.0005,0.0009,-1,1,2164,24306,19
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,14,0.0,0.0215,0.0,0.0,-1,0,569,25901,20
GatedCUSUM(n=2),rate_shift,20,14,0.0,0.0005,0.0,0.0,-1,0,14,26456,20
GatedEWMA(n=2),rate_shift,20,14,0.0,0.006,0.0,0.0,-1,0,159,26311,20
GatedMAD(n=2),rate_shift,20,14,0.25,0.0974,0.0019,0.0038,0,5,2578,23892,15
GatedZScore(n=2),rate_shift,20,14,0.0,0.0161,0.0,0.0,-1,0,425,26045,20
Spike_AND(GatedMAD+GatedZScore),rate_shift,20,14,0.0,0.016,0.0,0.0,-1,0,424,26046,20
Sustained_OR(GatedEWMA+GatedCUSUM),rate_shift,20,14,0.0,0.0062,0.0,0.0,-1,0,164,26306,20
Spike_OR(GatedMAD+GatedZScore),rate_shift,20,14,0.25,0.0974,0.0019,0.0038,0,5,2579,23891,15
TwoLayerEnsemble,rate_shift,20,14,0.0,0.0219,0.0,0.0,-1,0,580,25890,20
"ZScore(w=20, thr=3.0)",rate_shift,20,15,0.0,0.0651,0.0,0.0,-1,0,220,3162,20
"MAD(w=20, thr=3.5)",rate_shift,20,15,0.45,0.2567,0.0103,0.0201,0,9,868,2514,11
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,15,1.0,0.0763,0.0719,0.1342,0,20,258,3124,0
"CUSUM(k=0.5, h=3.5)",rate_shift,20,15,1.0,0.0393,0.1307,0.2312,0,20,133,3249,0
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,15,0.35,0.086,0.0235,0.044,0,7,291,3091,13
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,15,0.95,0.1407,0.0384,0.0738,1,19,476,2906,1
GatedCUSUM(n=2),rate_shift,20,15,0.95,0.0065,0.4634,0.623,1,19,22,3360,1
GatedEWMA(n=2),rate_shift,20,15,0.95,0.0588,0.0872,0.1597,1,19,199,3183,1
GatedMAD(n=2),rate_shift,20,15,0.35,0.1428,0.0143,0.0275,1,7,483,2899,13
GatedZScore(n=2),rate_shift,20,15,0.0,0.0186,0.0,0.0,-1,0,63,3319,20
Spike_AND(GatedMAD+GatedZScore),rate_shift,20,15,0.0,0.0186,0.0,0.0,-1,0,63,3319,20
Sustained_OR(GatedEWMA+GatedCUSUM),rate_shift,20,15,0.95,0.0609,0.0844,0.1551,1,19,206,3176,1
Spike_OR(GatedMAD+GatedZScore),rate_shift,20,15,0.35,0.1428,0.0143,0.0275,1,7,483,2899,13
TwoLayerEnsemble,rate_shift,20,15,0.95,0.076,0.0688,0.1284,1,19,257,3125,1
"ZScore(w=20, thr=3.0)",rate_shift,20,16,0.05,0.0536,0.0005,0.0009,1,1,2149,37936,19
"MAD(w=20, thr=3.5)",rate_shift,20,16,0.05,0.1295,0.0002,0.0004,1,1,5191,34894,19
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,16,0.0,0.166,0.0,0.0,-1,0,6653,33432,20
"CUSUM(k=0.5, h=3.5)",rate_shift,20,16,0.0,0.085,0.0,0.0,-1,0,3408,36677,20
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,16,0.1,0.1174,0.0004,0.0008,-1,2,4706,35379,18
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,16,0.0,0.007,0.0,0.0,-1,0,279,39806,20
GatedCUSUM(n=2),rate_shift,20,16,0.0,0.0371,0.0,0.0,-1,0,1487,38598,20
GatedEWMA(n=2),rate_shift,20,16,0.0,0.1604,0.0,0.0,-1,0,6429,33656,20
GatedMAD(n=2),rate_shift,20,16,0.0,0.0616,0.0,0.0,-1,0,2469,37616,20
GatedZScore(n=2),rate_shift,20,16,0.0,0.0121,0.0,0.0,-1,0,485,39600,20
Spike_AND(GatedMAD+GatedZScore),rate_shift,20,16,0.0,0.0118,0.0,0.0,-1,0,472,39613,20
Sustained_OR(GatedEWMA+GatedCUSUM),rate_shift,20,16,0.0,0.1608,0.0,0.0,-1,0,6444,33641,20
Spike_OR(GatedMAD+GatedZScore),rate_shift,20,16,0.0,0.0619,0.0,0.0,-1,0,2482,37603,20
TwoLayerEnsemble,rate_shift,20,16,0.0,0.171,0.0,0.0,-1,0,6853,33232,20
"ZScore(w=20, thr=3.0)",rate_shift,20,17,0.05,0.0455,0.0005,0.0011,1,1,1831,38447,19
"MAD(w=20, thr=3.5)",rate_shift,20,17,0.3,0.174,0.0009,0.0017,0,6,7007,33271,14
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,17,0.95,0.1965,0.0024,0.0048,1,19,7916,32362,1
"CUSUM(k=0.5, h=3.5)",rate_shift,20,17,0.5,0.067,0.0037,0.0073,1,10,2700,37578,10
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,17,0.15,0.0985,0.0008,0.0015,4,3,3968,36310,17
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,17,0.0,0.3813,0.0,0.0,-1,0,15359,24919,20
GatedCUSUM(n=2),rate_shift,20,17,0.0,0.0079,0.0,0.0,-1,0,317,39961,20
GatedEWMA(n=2),rate_shift,20,17,0.9,0.1761,0.0025,0.005,2,18,7091,33187,2
GatedMAD(n=2),rate_shift,20,17,0.25,0.0565,0.0022,0.0043,1,5,2275,38003,15
GatedZScore(n=2),rate_shift,20,17,0.0,0.0038,0.0,0.0,-1,0,152,40126,20
Spike_AND(GatedMAD+GatedZScore),rate_shift,20,17,0.0,0.0037,0.0,0.0,-1,0,149,40129,20
Sustained_OR(GatedEWMA+GatedCUSUM),rate_shift,20,17,0.9,0.1764,0.0025,0.005,2,18,7107,33171,2
Spike_OR(GatedMAD+GatedZScore),rate_shift,20,17,0.25,0.0566,0.0022,0.0043,1,5,2278,38000,15
TwoLayerEnsemble,rate_shift,20,17,0.9,0.1793,0.0025,0.005,2,18,7221,33057,2
"ZScore(w=20, thr=3.0)",rate_shift,20,18,0.05,0.0548,0.0005,0.0009,0,1,2200,37919,19
"MAD(w=20, thr=3.5)",rate_shift,20,18,0.3,0.1847,0.0008,0.0016,0,6,7409,32710,14
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,18,1.0,0.123,0.004,0.008,0,20,4935,35184,0
"CUSUM(k=0.5, h=3.5)",rate_shift,20,18,1.0,0.061,0.0081,0.0161,0,20,2447,37672,0
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,18,0.6,0.0972,0.0031,0.0061,0,12,3899,36220,8
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,18,0.85,0.3499,0.0012,0.0024,3,17,14037,26082,3
GatedCUSUM(n=2),rate_shift,20,18,1.0,0.0081,0.0578,0.1093,0,20,326,39793,0
GatedEWMA(n=2),rate_shift,20,18,1.0,0.11,0.0045,0.009,0,20,4415,35704,0
GatedMAD(n=2),rate_shift,20,18,0.3,0.0754,0.002,0.0039,0,6,3025,37094,14
GatedZScore(n=2),rate_shift,20,18,0.05,0.0071,0.0035,0.0065,0,1,286,39833,19
Spike_AND(GatedMAD+GatedZScore),rate_shift,20,18,0.05,0.007,0.0035,0.0066,0,1,282,39837,19
Sustained_OR(GatedEWMA+GatedCUSUM),rate_shift,20,18,1.0,0.1108,0.0045,0.0089,0,20,4446,35673,0
Spike_OR(GatedMAD+GatedZScore),rate_shift,20,18,0.3,0.0755,0.002,0.0039,0,6,3029,37090,14
TwoLayerEnsemble,rate_shift,20,18,1.0,0.1171,0.0042,0.0084,0,20,4698,35421,0
"ZScore(w=20, thr=3.0)",rate_shift,20,19,0.4,0.0597,0.005,0.0099,0,8,1581,24889,12
"MAD(w=20, thr=3.5)",rate_shift,20,19,0.95,0.1968,0.0036,0.0072,0,19,5209,21261,1
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,19,0.25,0.0077,0.0239,0.0437,-1,5,204,26266,15
"CUSUM(k=0.5, h=3.5)",rate_shift,20,19,0.2,0.006,0.0244,0.0435,-1,4,160,26310,16
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,19,0.15,0.0817,0.0014,0.0027,0,3,2162,24308,17
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,19,0.2,0.0214,0.007,0.0136,-1,4,566,25904,16
GatedCUSUM(n=2),rate_shift,20,19,0.1,0.0005,0.1429,0.1176,-1,2,12,26458,18
GatedEWMA(n=2),rate_shift,20,19,0.2,0.0059,0.0252,0.0447,-1,4,155,26315,16
GatedMAD(n=2),rate_shift,20,19,0.85,0.097,0.0066,0.0131,1,17,2568,23902,3
GatedZScore(n=2),rate_shift,20,19,0.25,0.0159,0.0118,0.0225,1,5,420,26050,15
Spike_AND(GatedMAD+GatedZScore),rate_shift,20,19,0.25,0.0158,0.0118,0.0225,1,5,419,26051,15
Sustained_OR(GatedEWMA+GatedCUSUM),rate_shift,20,19,0.2,0.006,0.0244,0.0435,-1,4,160,26310,16
Spike_OR(GatedMAD+GatedZScore),rate_shift,20,19,0.85,0.0971,0.0066,0.013,1,17,2569,23901,3
TwoLayerEnsemble,rate_shift,20,19,0.35,0.0216,0.0121,0.0233,1,7,573,25897,13
"ZScore(w=20, thr=3.0)",rate_shift,20,20,0.1,0.0505,0.001,0.0019,0,2,2036,38242,18
"MAD(w=20, thr=3.5)",rate_shift,20,20,0.2,0.1146,0.0009,0.0017,0,4,4617,35661,16
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,20,1.0,0.0746,0.0066,0.0131,0,20,3006,37272,0
"CUSUM(k=0.5, h=3.5)",rate_shift,20,20,0.6,0.0898,0.0033,0.0066,0,12,3617,36661,8
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,20,0.3,0.0962,0.0015,0.0031,2,6,3873,36405,14
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,20,0.0,0.0,0.0,0.0,-1,0,0,40278,20
GatedCUSUM(n=2),rate_shift,20,20,0.15,0.0024,0.0297,0.0496,3,3,98,40180,17
GatedEWMA(n=2),rate_shift,20,20,1.0,0.0636,0.0077,0.0154,0,20,2561,37717,0
GatedMAD(n=2),rate_shift,20,20,0.05,0.0409,0.0006,0.0012,1,1,1646,38632,19
GatedZScore(n=2),rate_shift,20,20,0.0,0.0078,0.0,0.0,-1,0,314,39964,20
Spike_AND(GatedMAD+GatedZScore),rate_shift,20,20,0.0,0.0075,0.0,0.0,-1,0,301,39977,20
Sustained_OR(GatedEWMA+GatedCUSUM),rate_shift,20,20,1.0,0.0642,0.0077,0.0152,0,20,2584,37694,0
Spike_OR(GatedMAD+GatedZScore),rate_shift,20,20,0.05,0.0412,0.0006,0.0012,1,1,1659,38619,19
TwoLayerEnsemble,rate_shift,20,20,1.0,0.0712,0.0069,0.0138,0,20,2866,37412,0
"ZScore(w=20, thr=3.0)",rate_shift,20,21,0.0,0.0509,0.0,0.0,-1,0,2051,38216,20
"MAD(w=20, thr=3.5)",rate_shift,20,21,0.65,0.128,0.0025,0.005,0,13,5155,35112,7
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,21,0.0,0.0856,0.0,0.0,-1,0,3447,36820,20
"CUSUM(k=0.5, h=3.5)",rate_shift,20,21,0.0,0.0546,0.0,0.0,-1,0,2200,38067,20
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,21,0.1,0.0911,0.0005,0.0011,2,2,3668,36599,18
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,21,0.15,0.6795,0.0001,0.0002,0,3,27360,12907,17
GatedCUSUM(n=2),rate_shift,20,21,0.0,0.0033,0.0,0.0,-1,0,134,40133,20
GatedEWMA(n=2),rate_shift,20,21,0.0,0.0712,0.0,0.0,-1,0,2868,37399,20
GatedMAD(n=2),rate_shift,20,21,0.55,0.0444,0.0061,0.0121,1,11,1786,38481,9
GatedZScore(n=2),rate_shift,20,21,0.0,0.006,0.0,0.0,-1,0,241,40026,20
Spike_AND(GatedMAD+GatedZScore),rate_shift,20,21,0.0,0.0059,0.0,0.0,-1,0,238,40029,20
Sustained_OR(GatedEWMA+GatedCUSUM),rate_shift,20,21,0.0,0.0717,0.0,0.0,-1,0,2886,37381,20
Spike_OR(GatedMAD+GatedZScore),rate_shift,20,21,0.55,0.0444,0.0061,0.0121,1,11,1789,38478,9
TwoLayerEnsemble,rate_shift,20,21,0.0,0.0771,0.0,0.0,-1,0,3105,37162,20
"ZScore(w=20, thr=3.0)",rate_shift,20,22,0.15,0.0582,0.0013,0.0025,0,3,2343,37915,17
"MAD(w=20, thr=3.5)",rate_shift,20,22,0.6,0.2026,0.0015,0.0029,0,12,8157,32101,8
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,22,0.0,0.1883,0.0,0.0,-1,0,7579,32679,20
"CUSUM(k=0.5, h=3.5)",rate_shift,20,22,0.0,0.1007,0.0,0.0,-1,0,4052,36206,20
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,22,0.05,0.122,0.0002,0.0004,-1,1,4913,35345,19
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,22,0.4,0.7524,0.0003,0.0005,0,8,30291,9967,12
GatedCUSUM(n=2),rate_shift,20,22,0.0,0.0114,0.0,0.0,-1,0,457,39801,20
GatedEWMA(n=2),rate_shift,20,22,0.0,0.1715,0.0,0.0,-1,0,6904,33354,20
GatedMAD(n=2),rate_shift,20,22,0.45,0.0696,0.0032,0.0064,1,9,2800,37458,11
GatedZScore(n=2),rate_shift,20,22,0.05,0.006,0.0041,0.0076,1,1,242,40016,19
Spike_AND(GatedMAD+GatedZScore),rate_shift,20,22,0.05,0.0059,0.0042,0.0077,1,1,238,40020,19
Sustained_OR(GatedEWMA+GatedCUSUM),rate_shift,20,22,0.0,0.1719,0.0,0.0,-1,0,6919,33339,20
Spike_OR(GatedMAD+GatedZScore),rate_shift,20,22,0.45,0.0697,0.0032,0.0064,1,9,2804,37454,11
